週,品目,入荷量t,前週比%,前年比%,高値円,中値円,安値円,コメント,URL
2024年8月第4週,もも,165,65,134,4860,3542,356,"今週の１日の平均入荷量は１，３８７トンで、前週比では「りんご」「みかん」「ぶどう」が増加したが、「すいか」「もも」「すもも」等が減少
したため、１５％の減少となった。前年同期比では「アールスメロン」「みかん」「いちじく」等が減少したが、「すいか」「すもも」「もも」等
が増加したため、１０％の増加となった。市況は前週比で弱含み、前年同期比で強保合となった。
「みかん」は、佐賀県を中心に愛知県等から入荷し、前週比２５％の増加となった。佐賀県産「ハウスみかん」の価格は弱保合となっ
「りんご」は、長野県を中心に山形県等から入荷し、前週比６２％の大幅な増加となった。岩手県産「紅ロマン」がピーク。長野県産「つ
「なし」は、栃木県を中心に千葉県等から入荷したが、前週比１８％の減少となった。「幸水」は茨城県産が終了、千葉県産は最終盤、
栃木県産は盛期過ぎ減少へ。荷動きは鈍く、栃木県産「幸水」の価格は弱保合となった。
「もも」は、福島県、山形県等から入荷したが、前週比３５％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の価格は強
「ネクタリン」は、長野県を中心に福島県等から入荷したが、前週比２１％の減少となった。長野県産の価格は強保合となった。
「すもも」は、山梨県、山形県等から入荷したが、前週比２２％の減少となった。荷動きはやや鈍い。山梨県産の価格は弱保合となっ
「ぶどう」は、山梨県を中心に岡山県等から入荷し、前週比２０％の増加となった。「シャインマスカット」は露地物が最盛期。荷動きは
まずまず。価格は、山形県産「デラウェア」は保合、山梨県産「ピオーネ」は弱含み、山梨県産「シャインマスカット」、「巨峰」は弱保合
「いちじく」は、愛知県、和歌山県等から入荷したが、前週比２０％の減少となった。愛知県産の価格は弱含みとなった。
「アールスメロン」は、静岡県を中心に茨城県等から入荷し、前週比で増減なしとなった。静岡県産の価格は弱含みとなった。
「すいか」は、山形県、長野県等から入荷したが、前週比４４％の大幅な減少となった。全体量が落ち着き、引き合いが強まる。山形
県産の価格は保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024084
2024年8月第4週,ネクタリン,5,79,118,3780,3132,2160,"今週の１日の平均入荷量は１，３８７トンで、前週比では「りんご」「みかん」「ぶどう」が増加したが、「すいか」「もも」「すもも」等が減少
したため、１５％の減少となった。前年同期比では「アールスメロン」「みかん」「いちじく」等が減少したが、「すいか」「すもも」「もも」等
が増加したため、１０％の増加となった。市況は前週比で弱含み、前年同期比で強保合となった。
「みかん」は、佐賀県を中心に愛知県等から入荷し、前週比２５％の増加となった。佐賀県産「ハウスみかん」の価格は弱保合となっ
「りんご」は、長野県を中心に山形県等から入荷し、前週比６２％の大幅な増加となった。岩手県産「紅ロマン」がピーク。長野県産「つ
「なし」は、栃木県を中心に千葉県等から入荷したが、前週比１８％の減少となった。「幸水」は茨城県産が終了、千葉県産は最終盤、
栃木県産は盛期過ぎ減少へ。荷動きは鈍く、栃木県産「幸水」の価格は弱保合となった。
「もも」は、福島県、山形県等から入荷したが、前週比３５％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の価格は強
「ネクタリン」は、長野県を中心に福島県等から入荷したが、前週比２１％の減少となった。長野県産の価格は強保合となった。
「すもも」は、山梨県、山形県等から入荷したが、前週比２２％の減少となった。荷動きはやや鈍い。山梨県産の価格は弱保合となっ
「ぶどう」は、山梨県を中心に岡山県等から入荷し、前週比２０％の増加となった。「シャインマスカット」は露地物が最盛期。荷動きは
まずまず。価格は、山形県産「デラウェア」は保合、山梨県産「ピオーネ」は弱含み、山梨県産「シャインマスカット」、「巨峰」は弱保合
「いちじく」は、愛知県、和歌山県等から入荷したが、前週比２０％の減少となった。愛知県産の価格は弱含みとなった。
「アールスメロン」は、静岡県を中心に茨城県等から入荷し、前週比で増減なしとなった。静岡県産の価格は弱含みとなった。
「すいか」は、山形県、長野県等から入荷したが、前週比４４％の大幅な減少となった。全体量が落ち着き、引き合いが強まる。山形
県産の価格は保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024084
2024年8月第4週,すもも,25,78,140,518,423,270,"今週の１日の平均入荷量は１，３８７トンで、前週比では「りんご」「みかん」「ぶどう」が増加したが、「すいか」「もも」「すもも」等が減少
したため、１５％の減少となった。前年同期比では「アールスメロン」「みかん」「いちじく」等が減少したが、「すいか」「すもも」「もも」等
が増加したため、１０％の増加となった。市況は前週比で弱含み、前年同期比で強保合となった。
「みかん」は、佐賀県を中心に愛知県等から入荷し、前週比２５％の増加となった。佐賀県産「ハウスみかん」の価格は弱保合となっ
「りんご」は、長野県を中心に山形県等から入荷し、前週比６２％の大幅な増加となった。岩手県産「紅ロマン」がピーク。長野県産「つ
「なし」は、栃木県を中心に千葉県等から入荷したが、前週比１８％の減少となった。「幸水」は茨城県産が終了、千葉県産は最終盤、
栃木県産は盛期過ぎ減少へ。荷動きは鈍く、栃木県産「幸水」の価格は弱保合となった。
「もも」は、福島県、山形県等から入荷したが、前週比３５％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の価格は強
「ネクタリン」は、長野県を中心に福島県等から入荷したが、前週比２１％の減少となった。長野県産の価格は強保合となった。
「すもも」は、山梨県、山形県等から入荷したが、前週比２２％の減少となった。荷動きはやや鈍い。山梨県産の価格は弱保合となっ
「ぶどう」は、山梨県を中心に岡山県等から入荷し、前週比２０％の増加となった。「シャインマスカット」は露地物が最盛期。荷動きは
まずまず。価格は、山形県産「デラウェア」は保合、山梨県産「ピオーネ」は弱含み、山梨県産「シャインマスカット」、「巨峰」は弱保合
「いちじく」は、愛知県、和歌山県等から入荷したが、前週比２０％の減少となった。愛知県産の価格は弱含みとなった。
「アールスメロン」は、静岡県を中心に茨城県等から入荷し、前週比で増減なしとなった。静岡県産の価格は弱含みとなった。
「すいか」は、山形県、長野県等から入荷したが、前週比４４％の大幅な減少となった。全体量が落ち着き、引き合いが強まる。山形
県産の価格は保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024084
2024年8月第4週,ぶどう,185,120,98,5940,4590,3240,"今週の１日の平均入荷量は１，３８７トンで、前週比では「りんご」「みかん」「ぶどう」が増加したが、「すいか」「もも」「すもも」等が減少
したため、１５％の減少となった。前年同期比では「アールスメロン」「みかん」「いちじく」等が減少したが、「すいか」「すもも」「もも」等
が増加したため、１０％の増加となった。市況は前週比で弱含み、前年同期比で強保合となった。
「みかん」は、佐賀県を中心に愛知県等から入荷し、前週比２５％の増加となった。佐賀県産「ハウスみかん」の価格は弱保合となっ
「りんご」は、長野県を中心に山形県等から入荷し、前週比６２％の大幅な増加となった。岩手県産「紅ロマン」がピーク。長野県産「つ
「なし」は、栃木県を中心に千葉県等から入荷したが、前週比１８％の減少となった。「幸水」は茨城県産が終了、千葉県産は最終盤、
栃木県産は盛期過ぎ減少へ。荷動きは鈍く、栃木県産「幸水」の価格は弱保合となった。
「もも」は、福島県、山形県等から入荷したが、前週比３５％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の価格は強
「ネクタリン」は、長野県を中心に福島県等から入荷したが、前週比２１％の減少となった。長野県産の価格は強保合となった。
「すもも」は、山梨県、山形県等から入荷したが、前週比２２％の減少となった。荷動きはやや鈍い。山梨県産の価格は弱保合となっ
「ぶどう」は、山梨県を中心に岡山県等から入荷し、前週比２０％の増加となった。「シャインマスカット」は露地物が最盛期。荷動きは
まずまず。価格は、山形県産「デラウェア」は保合、山梨県産「ピオーネ」は弱含み、山梨県産「シャインマスカット」、「巨峰」は弱保合
「いちじく」は、愛知県、和歌山県等から入荷したが、前週比２０％の減少となった。愛知県産の価格は弱含みとなった。
「アールスメロン」は、静岡県を中心に茨城県等から入荷し、前週比で増減なしとなった。静岡県産の価格は弱含みとなった。
「すいか」は、山形県、長野県等から入荷したが、前週比４４％の大幅な減少となった。全体量が落ち着き、引き合いが強まる。山形
県産の価格は保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024084
2024年8月第4週,いちじく,14,80,97,486,361,248,"今週の１日の平均入荷量は１，３８７トンで、前週比では「りんご」「みかん」「ぶどう」が増加したが、「すいか」「もも」「すもも」等が減少
したため、１５％の減少となった。前年同期比では「アールスメロン」「みかん」「いちじく」等が減少したが、「すいか」「すもも」「もも」等
が増加したため、１０％の増加となった。市況は前週比で弱含み、前年同期比で強保合となった。
「みかん」は、佐賀県を中心に愛知県等から入荷し、前週比２５％の増加となった。佐賀県産「ハウスみかん」の価格は弱保合となっ
「りんご」は、長野県を中心に山形県等から入荷し、前週比６２％の大幅な増加となった。岩手県産「紅ロマン」がピーク。長野県産「つ
「なし」は、栃木県を中心に千葉県等から入荷したが、前週比１８％の減少となった。「幸水」は茨城県産が終了、千葉県産は最終盤、
栃木県産は盛期過ぎ減少へ。荷動きは鈍く、栃木県産「幸水」の価格は弱保合となった。
「もも」は、福島県、山形県等から入荷したが、前週比３５％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の価格は強
「ネクタリン」は、長野県を中心に福島県等から入荷したが、前週比２１％の減少となった。長野県産の価格は強保合となった。
「すもも」は、山梨県、山形県等から入荷したが、前週比２２％の減少となった。荷動きはやや鈍い。山梨県産の価格は弱保合となっ
「ぶどう」は、山梨県を中心に岡山県等から入荷し、前週比２０％の増加となった。「シャインマスカット」は露地物が最盛期。荷動きは
まずまず。価格は、山形県産「デラウェア」は保合、山梨県産「ピオーネ」は弱含み、山梨県産「シャインマスカット」、「巨峰」は弱保合
「いちじく」は、愛知県、和歌山県等から入荷したが、前週比２０％の減少となった。愛知県産の価格は弱含みとなった。
「アールスメロン」は、静岡県を中心に茨城県等から入荷し、前週比で増減なしとなった。静岡県産の価格は弱含みとなった。
「すいか」は、山形県、長野県等から入荷したが、前週比４４％の大幅な減少となった。全体量が落ち着き、引き合いが強まる。山形
県産の価格は保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024084
2024年8月第4週,アールスメロン,20,100,86,5400,1598,540,"今週の１日の平均入荷量は１，３８７トンで、前週比では「りんご」「みかん」「ぶどう」が増加したが、「すいか」「もも」「すもも」等が減少
したため、１５％の減少となった。前年同期比では「アールスメロン」「みかん」「いちじく」等が減少したが、「すいか」「すもも」「もも」等
が増加したため、１０％の増加となった。市況は前週比で弱含み、前年同期比で強保合となった。
「みかん」は、佐賀県を中心に愛知県等から入荷し、前週比２５％の増加となった。佐賀県産「ハウスみかん」の価格は弱保合となっ
「りんご」は、長野県を中心に山形県等から入荷し、前週比６２％の大幅な増加となった。岩手県産「紅ロマン」がピーク。長野県産「つ
「なし」は、栃木県を中心に千葉県等から入荷したが、前週比１８％の減少となった。「幸水」は茨城県産が終了、千葉県産は最終盤、
栃木県産は盛期過ぎ減少へ。荷動きは鈍く、栃木県産「幸水」の価格は弱保合となった。
「もも」は、福島県、山形県等から入荷したが、前週比３５％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の価格は強
「ネクタリン」は、長野県を中心に福島県等から入荷したが、前週比２１％の減少となった。長野県産の価格は強保合となった。
「すもも」は、山梨県、山形県等から入荷したが、前週比２２％の減少となった。荷動きはやや鈍い。山梨県産の価格は弱保合となっ
「ぶどう」は、山梨県を中心に岡山県等から入荷し、前週比２０％の増加となった。「シャインマスカット」は露地物が最盛期。荷動きは
まずまず。価格は、山形県産「デラウェア」は保合、山梨県産「ピオーネ」は弱含み、山梨県産「シャインマスカット」、「巨峰」は弱保合
「いちじく」は、愛知県、和歌山県等から入荷したが、前週比２０％の減少となった。愛知県産の価格は弱含みとなった。
「アールスメロン」は、静岡県を中心に茨城県等から入荷し、前週比で増減なしとなった。静岡県産の価格は弱含みとなった。
「すいか」は、山形県、長野県等から入荷したが、前週比４４％の大幅な減少となった。全体量が落ち着き、引き合いが強まる。山形
県産の価格は保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024084
2024年8月第4週,すいか,142,56,152,7020,4558,1728,"今週の１日の平均入荷量は１，３８７トンで、前週比では「りんご」「みかん」「ぶどう」が増加したが、「すいか」「もも」「すもも」等が減少
したため、１５％の減少となった。前年同期比では「アールスメロン」「みかん」「いちじく」等が減少したが、「すいか」「すもも」「もも」等
が増加したため、１０％の増加となった。市況は前週比で弱含み、前年同期比で強保合となった。
「みかん」は、佐賀県を中心に愛知県等から入荷し、前週比２５％の増加となった。佐賀県産「ハウスみかん」の価格は弱保合となっ
「りんご」は、長野県を中心に山形県等から入荷し、前週比６２％の大幅な増加となった。岩手県産「紅ロマン」がピーク。長野県産「つ
「なし」は、栃木県を中心に千葉県等から入荷したが、前週比１８％の減少となった。「幸水」は茨城県産が終了、千葉県産は最終盤、
栃木県産は盛期過ぎ減少へ。荷動きは鈍く、栃木県産「幸水」の価格は弱保合となった。
「もも」は、福島県、山形県等から入荷したが、前週比３５％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の価格は強
「ネクタリン」は、長野県を中心に福島県等から入荷したが、前週比２１％の減少となった。長野県産の価格は強保合となった。
「すもも」は、山梨県、山形県等から入荷したが、前週比２２％の減少となった。荷動きはやや鈍い。山梨県産の価格は弱保合となっ
「ぶどう」は、山梨県を中心に岡山県等から入荷し、前週比２０％の増加となった。「シャインマスカット」は露地物が最盛期。荷動きは
まずまず。価格は、山形県産「デラウェア」は保合、山梨県産「ピオーネ」は弱含み、山梨県産「シャインマスカット」、「巨峰」は弱保合
「いちじく」は、愛知県、和歌山県等から入荷したが、前週比２０％の減少となった。愛知県産の価格は弱含みとなった。
「アールスメロン」は、静岡県を中心に茨城県等から入荷し、前週比で増減なしとなった。静岡県産の価格は弱含みとなった。
「すいか」は、山形県、長野県等から入荷したが、前週比４４％の大幅な減少となった。全体量が落ち着き、引き合いが強まる。山形
県産の価格は保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024084
2024年9月第1週,みかん,9,39,26,385,324,109,"今週の１日の平均入荷量は１，２２１トンで、前週比では「りんご」「ぶどう」が増加したが、「みかん」「もも」「いちじく」等が減少したた
め、１２％の減少となった。前年同期比では「くり」「もも」が増加したが、「かき」「みかん」「いちじく」等が減少したため、７％の減少と
なった。市況は前週比で弱含み、前年同期比で保合となった。
「みかん」は、佐賀県を中心に愛知県等から入荷したが、前週比６１％の大幅な減少となった。佐賀県産「ハウスみかん」の価格は強
「りんご」は、青森県、長野県等から入荷したが、前年同期比で８％の減少となった。りんご全体に荷動きは鈍い。青森県産「つがる」
「なし」は、栃木県を中心に茨城県等から入荷したが、前年同期比で３％の減少となった。「豊水」は茨城県・千葉県・栃木県産が最盛
期。荷動きは鈍く、価格は前年同期比で、福島県産「幸水」は弱保合、栃木県産「豊水」は強含みとなった。
「もも」は、福島県を中心に山形県等から入荷したが、前週比３５％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の
「ぶどう」は、山梨県を中心に長野県等から入荷し、前週比６％の増加となった。「シャインマスカット」は山梨県産が最盛期、長野県
産も増量。荷動きはまずまず。価格は、山梨県産「シャインマスカット」は弱保合、山梨県産「巨峰」は強保合となった。
「くり」は、茨城県を中心に入荷し、前年同期比で１５％の増加となった。茨城県産の価格は前年同期比で弱保合となった。
「アールスメロン」は、静岡県、茨城県等から入荷したが、前週比９％の減少となった。数量は多くないものの、単価は落ち着いてい
る。静岡県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024091
2024年9月第1週,りんご,179,115,92,,,,"今週の１日の平均入荷量は１，２２１トンで、前週比では「りんご」「ぶどう」が増加したが、「みかん」「もも」「いちじく」等が減少したた
め、１２％の減少となった。前年同期比では「くり」「もも」が増加したが、「かき」「みかん」「いちじく」等が減少したため、７％の減少と
なった。市況は前週比で弱含み、前年同期比で保合となった。
「みかん」は、佐賀県を中心に愛知県等から入荷したが、前週比６１％の大幅な減少となった。佐賀県産「ハウスみかん」の価格は強
「りんご」は、青森県、長野県等から入荷したが、前年同期比で８％の減少となった。りんご全体に荷動きは鈍い。青森県産「つがる」
「なし」は、栃木県を中心に茨城県等から入荷したが、前年同期比で３％の減少となった。「豊水」は茨城県・千葉県・栃木県産が最盛
期。荷動きは鈍く、価格は前年同期比で、福島県産「幸水」は弱保合、栃木県産「豊水」は強含みとなった。
「もも」は、福島県を中心に山形県等から入荷したが、前週比３５％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の
「ぶどう」は、山梨県を中心に長野県等から入荷し、前週比６％の増加となった。「シャインマスカット」は山梨県産が最盛期、長野県
産も増量。荷動きはまずまず。価格は、山梨県産「シャインマスカット」は弱保合、山梨県産「巨峰」は強保合となった。
「くり」は、茨城県を中心に入荷し、前年同期比で１５％の増加となった。茨城県産の価格は前年同期比で弱保合となった。
「アールスメロン」は、静岡県、茨城県等から入荷したが、前週比９％の減少となった。数量は多くないものの、単価は落ち着いてい
る。静岡県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024091
2024年9月第1週,なし,372,95,97,4860,3312,1080,"今週の１日の平均入荷量は１，２２１トンで、前週比では「りんご」「ぶどう」が増加したが、「みかん」「もも」「いちじく」等が減少したた
め、１２％の減少となった。前年同期比では「くり」「もも」が増加したが、「かき」「みかん」「いちじく」等が減少したため、７％の減少と
なった。市況は前週比で弱含み、前年同期比で保合となった。
「みかん」は、佐賀県を中心に愛知県等から入荷したが、前週比６１％の大幅な減少となった。佐賀県産「ハウスみかん」の価格は強
「りんご」は、青森県、長野県等から入荷したが、前年同期比で８％の減少となった。りんご全体に荷動きは鈍い。青森県産「つがる」
「なし」は、栃木県を中心に茨城県等から入荷したが、前年同期比で３％の減少となった。「豊水」は茨城県・千葉県・栃木県産が最盛
期。荷動きは鈍く、価格は前年同期比で、福島県産「幸水」は弱保合、栃木県産「豊水」は強含みとなった。
「もも」は、福島県を中心に山形県等から入荷したが、前週比３５％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の
「ぶどう」は、山梨県を中心に長野県等から入荷し、前週比６％の増加となった。「シャインマスカット」は山梨県産が最盛期、長野県
産も増量。荷動きはまずまず。価格は、山梨県産「シャインマスカット」は弱保合、山梨県産「巨峰」は強保合となった。
「くり」は、茨城県を中心に入荷し、前年同期比で１５％の増加となった。茨城県産の価格は前年同期比で弱保合となった。
「アールスメロン」は、静岡県、茨城県等から入荷したが、前週比９％の減少となった。数量は多くないものの、単価は落ち着いてい
る。静岡県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024091
2024年9月第1週,もも,108,65,111,5940,3478,1296,"今週の１日の平均入荷量は１，２２１トンで、前週比では「りんご」「ぶどう」が増加したが、「みかん」「もも」「いちじく」等が減少したた
め、１２％の減少となった。前年同期比では「くり」「もも」が増加したが、「かき」「みかん」「いちじく」等が減少したため、７％の減少と
なった。市況は前週比で弱含み、前年同期比で保合となった。
「みかん」は、佐賀県を中心に愛知県等から入荷したが、前週比６１％の大幅な減少となった。佐賀県産「ハウスみかん」の価格は強
「りんご」は、青森県、長野県等から入荷したが、前年同期比で８％の減少となった。りんご全体に荷動きは鈍い。青森県産「つがる」
「なし」は、栃木県を中心に茨城県等から入荷したが、前年同期比で３％の減少となった。「豊水」は茨城県・千葉県・栃木県産が最盛
期。荷動きは鈍く、価格は前年同期比で、福島県産「幸水」は弱保合、栃木県産「豊水」は強含みとなった。
「もも」は、福島県を中心に山形県等から入荷したが、前週比３５％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の
「ぶどう」は、山梨県を中心に長野県等から入荷し、前週比６％の増加となった。「シャインマスカット」は山梨県産が最盛期、長野県
産も増量。荷動きはまずまず。価格は、山梨県産「シャインマスカット」は弱保合、山梨県産「巨峰」は強保合となった。
「くり」は、茨城県を中心に入荷し、前年同期比で１５％の増加となった。茨城県産の価格は前年同期比で弱保合となった。
「アールスメロン」は、静岡県、茨城県等から入荷したが、前週比９％の減少となった。数量は多くないものの、単価は落ち着いてい
る。静岡県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024091
2024年9月第1週,ぶどう,197,106,97,5400,4248,2700,"今週の１日の平均入荷量は１，２２１トンで、前週比では「りんご」「ぶどう」が増加したが、「みかん」「もも」「いちじく」等が減少したた
め、１２％の減少となった。前年同期比では「くり」「もも」が増加したが、「かき」「みかん」「いちじく」等が減少したため、７％の減少と
なった。市況は前週比で弱含み、前年同期比で保合となった。
「みかん」は、佐賀県を中心に愛知県等から入荷したが、前週比６１％の大幅な減少となった。佐賀県産「ハウスみかん」の価格は強
「りんご」は、青森県、長野県等から入荷したが、前年同期比で８％の減少となった。りんご全体に荷動きは鈍い。青森県産「つがる」
「なし」は、栃木県を中心に茨城県等から入荷したが、前年同期比で３％の減少となった。「豊水」は茨城県・千葉県・栃木県産が最盛
期。荷動きは鈍く、価格は前年同期比で、福島県産「幸水」は弱保合、栃木県産「豊水」は強含みとなった。
「もも」は、福島県を中心に山形県等から入荷したが、前週比３５％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の
「ぶどう」は、山梨県を中心に長野県等から入荷し、前週比６％の増加となった。「シャインマスカット」は山梨県産が最盛期、長野県
産も増量。荷動きはまずまず。価格は、山梨県産「シャインマスカット」は弱保合、山梨県産「巨峰」は強保合となった。
「くり」は、茨城県を中心に入荷し、前年同期比で１５％の増加となった。茨城県産の価格は前年同期比で弱保合となった。
「アールスメロン」は、静岡県、茨城県等から入荷したが、前週比９％の減少となった。数量は多くないものの、単価は落ち着いてい
る。静岡県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024091
2024年9月第1週,いちじく,10,76,79,324,244,108,"今週の１日の平均入荷量は１，２２１トンで、前週比では「りんご」「ぶどう」が増加したが、「みかん」「もも」「いちじく」等が減少したた
め、１２％の減少となった。前年同期比では「くり」「もも」が増加したが、「かき」「みかん」「いちじく」等が減少したため、７％の減少と
なった。市況は前週比で弱含み、前年同期比で保合となった。
「みかん」は、佐賀県を中心に愛知県等から入荷したが、前週比６１％の大幅な減少となった。佐賀県産「ハウスみかん」の価格は強
「りんご」は、青森県、長野県等から入荷したが、前年同期比で８％の減少となった。りんご全体に荷動きは鈍い。青森県産「つがる」
「なし」は、栃木県を中心に茨城県等から入荷したが、前年同期比で３％の減少となった。「豊水」は茨城県・千葉県・栃木県産が最盛
期。荷動きは鈍く、価格は前年同期比で、福島県産「幸水」は弱保合、栃木県産「豊水」は強含みとなった。
「もも」は、福島県を中心に山形県等から入荷したが、前週比３５％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の
「ぶどう」は、山梨県を中心に長野県等から入荷し、前週比６％の増加となった。「シャインマスカット」は山梨県産が最盛期、長野県
産も増量。荷動きはまずまず。価格は、山梨県産「シャインマスカット」は弱保合、山梨県産「巨峰」は強保合となった。
「くり」は、茨城県を中心に入荷し、前年同期比で１５％の増加となった。茨城県産の価格は前年同期比で弱保合となった。
「アールスメロン」は、静岡県、茨城県等から入荷したが、前週比９％の減少となった。数量は多くないものの、単価は落ち着いてい
る。静岡県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024091
2024年9月第1週,アールスメロン,18,91,83,8640,1469,702,"今週の１日の平均入荷量は１，２２１トンで、前週比では「りんご」「ぶどう」が増加したが、「みかん」「もも」「いちじく」等が減少したた
め、１２％の減少となった。前年同期比では「くり」「もも」が増加したが、「かき」「みかん」「いちじく」等が減少したため、７％の減少と
なった。市況は前週比で弱含み、前年同期比で保合となった。
「みかん」は、佐賀県を中心に愛知県等から入荷したが、前週比６１％の大幅な減少となった。佐賀県産「ハウスみかん」の価格は強
「りんご」は、青森県、長野県等から入荷したが、前年同期比で８％の減少となった。りんご全体に荷動きは鈍い。青森県産「つがる」
「なし」は、栃木県を中心に茨城県等から入荷したが、前年同期比で３％の減少となった。「豊水」は茨城県・千葉県・栃木県産が最盛
期。荷動きは鈍く、価格は前年同期比で、福島県産「幸水」は弱保合、栃木県産「豊水」は強含みとなった。
「もも」は、福島県を中心に山形県等から入荷したが、前週比３５％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の
「ぶどう」は、山梨県を中心に長野県等から入荷し、前週比６％の増加となった。「シャインマスカット」は山梨県産が最盛期、長野県
産も増量。荷動きはまずまず。価格は、山梨県産「シャインマスカット」は弱保合、山梨県産「巨峰」は強保合となった。
「くり」は、茨城県を中心に入荷し、前年同期比で１５％の増加となった。茨城県産の価格は前年同期比で弱保合となった。
「アールスメロン」は、静岡県、茨城県等から入荷したが、前週比９％の減少となった。数量は多くないものの、単価は落ち着いてい
る。静岡県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024091
2024年9月第2週,みかん,45,510,34,454,118,125,"今週の１日の平均入荷量は１，３７７トンで、前週比では「もも」が減少したが、「かき」「みかん」「くり」等が増加したため、１３％の増加
となった。前年同期比では「なし」「りんご」「ぶどう」が増加したが、「みかん」「もも」「かき」等が減少したため、４％の減少となった。市
況は前週比で保合、前年同期比で強含みとなった。
「みかん」は、宮崎県を中心に佐賀県等から入荷し、前週比４１０％の大幅な増加となった。宮崎県・和歌山県・熊本県産の「極早生
みかん」が順次入荷し始めた。佐賀県産「ハウスみかん」の価格は強保合となった。
「りんご」は、青森県を中心に長野県等から入荷し、前週比９％の増加となった。りんご全体に荷動きは鈍い。青森県産「つがる」の価
「なし」は、栃木県を中心に茨城県等から入荷し、前週比２９％の増加となった。「豊水」は栃木県産が最盛期。千葉県・茨城県産は
「豊水」が終盤となり、「新高」が出始めた。価格は、福島県産「幸水」は弱保合、栃木県産「豊水」は保合となった。
「かき」は、和歌山県を中心に奈良県等から入荷したが、前年同期比で８％の減少となった。今後出てくる産地も前年より少ない見込
み。和歌山県産「刀根」の価格は前年同期比で強含みとなった。
「もも」は、福島県を中心に山形県等から入荷したが、前週比４０％の大幅な減少となった。福島県産は盛期過ぎ減少。福島県産の
「ぶどう」は、山梨県を中心に長野県等から入荷し、前週比１８％の増加となった。長野県産「巨峰」は増加傾向、荷動きはやや鈍化。
「シャインマスカット」は山梨県産が最盛期、長野県産も増量となり、荷動きは良好。価格は、山梨県産「巨峰」は強保合、山梨県産
「シャインマスカット」、「甲斐路」、岡山県産「ピオーネ」は保合となった。
「くり」は、茨城県を中心に入荷し、前週比３８％の大幅な増加となった。茨城県産の価格は弱保合となった。
「いちじく」は、和歌山県、愛知県等から入荷し、前週比８％の増加となった。和歌山県産の価格は強保合となった。
「アールスメロン」は、静岡県、茨城県等から入荷し、前週比２％の増加となった。静岡県産は下等級品の割合が多く、少ない上等級
品は高値が続いている。静岡県産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2024092
